sqrtom 169.3K

1108.7687032 330.445707202
1452.37425319 251.731402146
1662.14216587 203.677069291
1901.88510418 148.755957622
2177.56613852 85.6020270865
2491.22786737 13.7473524156
2852.82490321 -69.0885022083
3264.39615871 -163.372617697
3737.81899629 -271.825899839
4277.23633424 -395.397422165
4896.53007891 -537.267298072
5605.77586025 -699.743686461
5787.54359574 -741.383645366
6828.38852483 -979.823872155
6828.38852483 -979.823872155
8055.21288777 -1260.86888775
9503.39442544 -1592.62314299
11209.4219197 -1983.44560968
