sqrtom 315.1K

11209.4219197 1.1962
10078.7031339 1.2304
9062.07658127 1.2216
8149.04813531 1.204
7325.83287424 1.2125
7325.83287424 1.2098
6586.66364019 1.2038
5923.3912071 1.2052
5326.03949538 1.2157
4788.64418151 1.237
4305.20247348 1.2084
3871.66568641 1.2117
3480.15344462 1.2287
3128.46891514 1.2302
2812.90157263 1.2431
2529.21152956 1.2293
2275.46076306 1.2409
2045.72197664 1.2294
1837.95858184 1.2602
1654.14677026 1.2329
1486.3481375 1.2433
1336.50542497 1.2492
1202.65924422 1.2297
1080.78997981 1.239
970.91003272 1.2543
873.012243763 1.2371
785.123033509 1.2296
705.209472603 1.2375
635.280692805 1.2517
571.351811614 1.2402
513.424538153 1.2549
461.478366559 1.2416
415.51853034 1.2489
373.580128009 1.2429
335.598117741 1.2406
301.661023011 1.2501
271.665777414 1.2588
243.728839427 1.2551
219.718515354 1.2352
197.769635023 1.2448
177.790462746 1.2472
