sqrtom 273.0K

11209.4219197 18.033
10448.4613562 19.741
9739.14603018 22.46
9078.00961054 23.331
8462.6087072 25.408
7887.20056616 29.129
7351.8172345 30.419
6854.37948573 34.097
6388.90327283 36.241
5955.39218721 37.37
5549.79048035 39.465
5174.22966188 42.335
4822.63815075 45.216
4494.97930944 47.279
4189.37006226 48.929
3905.67757102 50.448
3639.96605166 51.643
3394.23755492 54.987
3162.42724081 55.113
2948.67289269 56.188
2748.96107083 60.01
2561.18048187 61.895
2387.34466726 60.426
2225.52738599 62.58
2075.69405955 62.484
1933.84381345 63.841
1801.98506285 62.861
1680.13293014 63.758
1566.25158882 65.425
1460.37720772 62.113
1360.4781247 64.635
1268.58671471 65.416
1182.66642856 66.552
1102.77400958 64.094
1026.86131403 64.981
956.928119907 65.895
893.007211162 66.731
831.089983587 64.959
775.136038502 63.28
723.182892091 65.595
673.247877735 65.353
627.303445394 66.101
585.344665975 66.421
545.386094837 65.577
509.425561532 66.502
473.467512496 65.379
441.501141317 65.858
411.545311163 65.734
383.571462902 65.643
357.596682551 64.83
333.62647934 66.953
311.629446792 64.54
289.675576771 65.958
269.692701266 65.895
251.713409729 64.839
235.703043014 65.486
219.718515354 65.868
203.773616397 65.005
189.778414208 65.708
177.790462746 68.796
