
 0.000063  -9089  7589  11840.728516
 0.000100  -8973  7536  11717.765625
 0.000158  -8807  7364  11480.058594
 0.000251  -8554  7173  11163.459961
 0.000398  -8249  6794  10686.647461
 0.000631  -7641  6238  9863.951172
 0.001000  -6709  5456  8647.462891
 0.001585  -5334  4283  6840.734375
 0.002512  -3394  2674  4320.823242
 0.003981  -742  613  962.461975
 0.006310  2362  -1833  2989.804932
 0.010000  5452  -4424  7021.116699
 0.015850  7875  -6448  10178.031250
 0.025120  9143  -7617  11900.131836
 0.039810  9608  -7998  12501.266602
 0.063100  9684  -8063  12601.262695
 0.100000  9634  -8137  12610.500977
 0.158500  9733  -8036  12621.750000
 0.251200  9670  -8061  12589.226562
 0.398100  9669  -8080  12600.633789
 0.631000  9663  -8071  12590.258789
 1.000000  9741  -8004  12607.581055
