
 0.000063  -4  -46  46.173584
 0.000100  10  29  30.675724
 0.000158  17  -14  22.022715
 0.000251  4  -54  54.147945
 0.000398  62  -10  62.801273
 0.000631  23  -64  68.007355
 0.001000  8  -18  19.697716
 0.001585  91  -45  101.518471
 0.002512  14  -40  42.379242
 0.003981  -3  -23  23.194826
 0.006310  21  -64  67.357254
 0.010000  96  -94  134.357727
 0.015850  132  -107  169.920563
 0.025120  98  -147  176.672012
 0.039810  181  -323  370.256653
 0.063100  162  -484  510.391998
 0.100000  397  -773  868.986755
 0.158500  498  -1158  1260.542725
 0.251200  753  -1688  1848.337891
 0.398100  1108  -2459  2697.099365
 0.631000  1534  -3398  3728.211426
 1.000000  1989  -4480  4901.685547
 1.585000  2365  -5442  5933.682617
 2.512000  2673  -6100  6659.949707
 3.981000  2725  -6236  6805.389160
 6.310000  2677  -6128  6687.205078
 10.000000  2523  -5835  6357.102539
