
 0.000063  30  -20  36.055511
 0.000100  -9  -20  21.931713
 0.000158  22  -7  23.086792
 0.000251  -14  -20  24.413111
 0.000398  2  -5  5.385165
 0.000631  -11  -12  16.278820
 0.001000  19  -20  27.586229
 0.001585  3  -54  54.083271
 0.002512  -2  -36  36.055511
 0.003981  20  -40  44.721359
 0.006310  -11  -62  62.968246
 0.010000  52  -121  131.700424
 0.015850  48  -140  148.000000
 0.025120  33  -180  183.000000
 0.039810  59  -170  179.947220
 0.063100  48  -185  191.125610
 0.100000  59  -208  216.205917
 0.158500  66  -198  208.710327
 0.251200  82  -226  240.416306
 0.398100  100  -196  220.036362
 0.631000  74  -237  248.284119
 1.000000  66  -237  246.018295
 1.585000  61  -232  239.885391
 2.512000  68  -211  221.686722
