nu(Mhz) 340.0K

10.001 0.39649
6.1043 0.32585
3.7262 0.30815
2.2762 0.28813
1.3895 0.28293
0.84884 0.3102
0.51795 0.33231
0.31661 0.36913
0.19285 0.34719
0.118 0.36877
0.072139 0.37507
0.043936 0.38245
0.026953 0.38054
0.016464 0.37226
0.0099244 0.37426
