nu(Mhz) 380.0K

4.0595 0.17729
1.6486 0.17867
0.66997 0.17394
0.27169 0.18065
0.11045 0.17735
0.044942 0.1693
0.018141 0.16235
0.0074065 0.17583
0.0030236 0.17546
10.001 0.1768
