180.2 -25.5169780666 3.03481542705e+15 1.56692635587e-20 1859.4316375
199.2 -25.567577173 3.40981949517e+15 1.56692635587e-20 1859.4316375
202.5 -25.5092303006 2.9811547253e+15 1.56692635587e-20 1859.4316375
205.0 -23.8510662063 6.54968513802e+13 1.56692635587e-20 1859.4316375
207.5 -22.1700010897 1.36507120638e+12 1.56692635587e-20 1859.4316375
209.5 -20.8395511779 63783066401.4 1.56692635587e-20 1859.4316375
215.0 -19.24122293 1608337345.76 1.56692635587e-20 1859.4316375
219.8 -17.902904143 73800339.4546 1.56692635587e-20 1859.4316375
224.8 -16.8540049236 6594154.82867 1.56692635587e-20 1859.4316375
230.0 -15.9498559569 822261.91116 1.56692635587e-20 1859.4316375
240.0 -14.3344603832 19934.9247036 1.56692635587e-20 1859.4316375
245.0 -13.6303957719 3940.48780983 1.56692635587e-20 1859.4316375
250.0 -13.1417403063 1279.07061803 1.56692635587e-20 1859.4316375
255.0 -12.8666874047 678.955985225 1.56692635587e-20 1859.4316375
260.0 -12.5304180618 313.020137749 1.56692635587e-20 1859.4316375
270.1 -11.8981285293 72.9932575341 1.56692635587e-20 1859.4316375
280.0 -11.5235516435 30.8110046783 1.56692635587e-20 1859.4316375
300.0 -10.899783493 7.32719432128 1.56692635587e-20 1859.4316375
305.0 -10.818076057 6.07058121148 1.56692635587e-20 1859.4316375
310.0 -10.6992564524 4.61754002729 1.56692635587e-20 1859.4316375
325.0 -10.4466735586 2.58123636568 1.56692635587e-20 1859.4316375
330.0 -10.3375591877 2.00776742674 1.56692635587e-20 1859.4316375
383.0 -9.68947892517 0.45147441257 1.56692635587e-20 1859.4316375
245.0 -13.6072806661 3736.24100534 1.56692635587e-20 1859.4316375
