# sample	expno	ns	int		R
# otp	11	128	504.570187	0.715172
31249.998868	0.041895	0.066177
31246.184171	-0.015535	-0.023876
31242.369474	0.011303	0.062321
31238.554776	0.020920	0.019016
31234.740079	0.025866	0.038219
31230.925382	0.003942	0.050319
31227.110685	0.051966	0.020708
31223.295987	0.018204	0.032480
31219.481290	0.054770	-0.017264
31215.666593	-0.027543	0.048118
31211.851895	-0.020894	0.034650
31208.037198	0.085019	-0.072205
31204.222501	0.069252	-0.027849
31200.407804	0.056569	0.000902
31196.593106	0.025607	0.039758
31192.778409	0.017972	0.063201
31188.963712	-0.026950	0.017378
31185.149015	-0.026504	-0.010670
31181.334317	0.007265	-0.021454
31177.519620	0.015099	-0.000812
31173.704923	0.028074	-0.021422
31169.890226	0.031434	0.005384
31166.075528	-0.026268	-0.027203
31162.260831	-0.053943	0.024224
31158.446134	-0.019527	0.045517
31154.631437	0.055365	0.033132
31150.816739	-0.001571	0.017741
31147.002042	0.099981	-0.015090
31143.187345	0.012953	-0.028149
31139.372647	0.037211	0.035070
31135.557950	0.091266	0.032219
31131.743253	-0.007542	0.003267
31127.928556	-0.028329	0.085935
31124.113858	0.032295	0.060705
31120.299161	-0.052604	0.062601
31116.484464	-0.013520	0.046908
31112.669767	0.055980	0.059694
31108.855069	0.020255	-0.048516
31105.040372	-0.046791	0.007788
31101.225675	-0.031811	0.062047
31097.410978	-0.001581	-0.002736
31093.596280	0.041103	0.007652
31089.781583	0.020738	0.075517
31085.966886	-0.041843	0.046502
31082.152188	0.060987	0.046111
31078.337491	0.004468	-0.033752
31074.522794	-0.017497	0.060518
31070.708097	0.051159	0.011553
31066.893399	-0.006293	0.001911
31063.078702	-0.004935	-0.018431
31059.264005	0.026987	0.009808
31055.449308	-0.088121	0.021151
31051.634610	-0.036537	0.011396
31047.819913	-0.037454	-0.016012
31044.005216	0.015381	-0.049897
31040.190519	0.038937	0.005040
31036.375821	0.018887	0.035512
31032.561124	0.005105	0.036698
31028.746427	0.044780	0.020561
31024.931729	0.012995	-0.007489
31021.117032	-0.010758	0.039731
31017.302335	0.012710	-0.000527
31013.487638	0.035944	-0.024188
31009.672940	0.051777	0.098521
31005.858243	-0.038302	0.032283
31002.043546	0.068443	0.045412
30998.228849	-0.031667	-0.004668
30994.414151	0.017077	0.089681
30990.599454	0.039591	-0.010560
30986.784757	-0.001856	0.078842
30982.970060	-0.071316	0.027482
30979.155362	0.007958	0.055236
30975.340665	0.011081	0.022010
30971.525968	-0.013392	0.019945
30967.711270	-0.009434	0.061135
30963.896573	-0.040045	-0.072110
30960.081876	0.006315	-0.008775
30956.267179	-0.042908	0.017805
30952.452481	-0.041966	-0.028415
30948.637784	0.030799	0.044927
30944.823087	0.082599	0.093794
30941.008390	-0.021889	0.040173
30937.193692	-0.048056	0.060457
30933.378995	-0.025560	0.016908
30929.564298	0.004967	-0.006783
30925.749601	-0.036879	0.011886
30921.934903	0.009578	0.055555
30918.120206	-0.006056	-0.018034
30914.305509	0.033053	-0.029470
30910.490812	0.013216	0.046267
30906.676114	0.040226	0.021072
30902.861417	-0.049457	0.000464
30899.046720	-0.002482	0.014875
30895.232022	-0.015474	0.062075
30891.417325	-0.007741	0.008590
30887.602628	0.073874	0.026460
30883.787931	0.081049	0.024000
30879.973233	0.010768	-0.037994
30876.158536	0.029369	-0.029405
30872.343839	0.035719	0.005837
30868.529142	-0.036794	-0.022630
30864.714444	0.035343	0.018884
30860.899747	0.056085	0.028904
30857.085050	-0.005502	0.054220
30853.270353	-0.012882	0.092757
30849.455655	0.031866	-0.003264
30845.640958	0.052581	0.007023
30841.826261	-0.036477	-0.087015
30838.011563	-0.018082	-0.029375
30834.196866	0.093003	0.000509
30830.382169	0.004008	-0.003702
30826.567472	0.035517	-0.009111
30822.752774	-0.037513	0.048913
30818.938077	-0.046156	0.026857
30815.123380	0.034324	-0.007654
30811.308683	0.037519	-0.018381
30807.493985	0.014150	0.008543
30803.679288	0.013466	0.033482
30799.864591	0.000228	0.086425
30796.049894	0.052274	0.012875
30792.235196	-0.013991	-0.001413
30788.420499	-0.007649	-0.068948
30784.605802	0.025397	-0.007239
30780.791104	0.020805	-0.028843
30776.976407	-0.035668	-0.000155
30773.161710	-0.079830	0.018485
30769.347013	-0.046886	-0.024258
30765.532315	0.088678	0.080052
30761.717618	-0.004155	-0.023552
30757.902921	-0.013795	-0.028001
30754.088224	0.060916	-0.020357
30750.273526	-0.083997	0.014840
30746.458829	-0.053558	0.107823
30742.644132	-0.008436	0.022073
30738.829435	0.045099	0.001944
30735.014737	-0.024712	0.038968
30731.200040	-0.011364	0.017080
30727.385343	0.080746	0.002079
30723.570645	0.010756	0.011068
30719.755948	-0.000831	-0.009269
30715.941251	0.031526	0.047058
30712.126554	-0.031079	0.016502
30708.311856	-0.018648	-0.032787
30704.497159	0.002953	-0.027855
30700.682462	-0.016595	-0.026658
30696.867765	0.010289	0.007353
30693.053067	0.052047	-0.018627
30689.238370	0.058654	0.061027
30685.423673	-0.015547	0.013647
30681.608976	0.056447	0.054797
30677.794278	0.014492	0.045494
30673.979581	0.071345	-0.062750
30670.164884	-0.106078	0.057004
30666.350187	0.021500	0.026777
30662.535489	-0.067242	0.039412
30658.720792	-0.042452	0.051172
30654.906095	0.062113	0.028607
30651.091397	0.004280	0.051510
30647.276700	-0.075449	0.019542
30643.462003	0.005456	-0.027923
30639.647306	0.086824	0.022738
30635.832608	-0.005454	-0.031411
30632.017911	-0.053476	0.012033
30628.203214	0.036331	0.029842
30624.388517	-0.037744	-0.001658
30620.573819	0.001183	0.033730
30616.759122	0.042102	0.004090
30612.944425	0.013237	0.026457
30609.129728	0.025062	0.028050
30605.315030	-0.020563	0.000145
30601.500333	-0.015924	0.019440
30597.685636	-0.065003	0.032555
30593.870938	-0.012815	0.062157
30590.056241	-0.024234	0.027187
30586.241544	-0.015292	-0.005529
30582.426847	-0.049266	0.058684
30578.612149	0.015056	-0.012474
30574.797452	0.055166	0.000525
30570.982755	-0.055762	0.066757
30567.168058	0.006230	0.032593
30563.353360	-0.005147	0.065431
30559.538663	-0.024143	-0.103695
30555.723966	-0.014352	-0.028083
30551.909269	-0.017627	0.040187
30548.094571	0.003254	0.018110
30544.279874	-0.024168	0.098267
30540.465177	0.033463	-0.059013
30536.650479	0.045770	0.004500
30532.835782	-0.019018	0.066687
30529.021085	0.013074	0.011648
30525.206388	0.001900	0.003384
30521.391690	-0.024195	0.009362
30517.576993	-0.036692	0.044039
30513.762296	0.011292	-0.021861
30509.947599	0.013668	0.099075
30506.132901	-0.008770	-0.075815
30502.318204	0.077134	0.009977
30498.503507	-0.000135	-0.014017
30494.688810	-0.000765	0.114861
30490.874112	-0.074052	0.028324
30487.059415	0.019188	-0.041143
30483.244718	-0.046548	0.067630
30479.430020	0.000229	0.015982
30475.615323	0.050831	0.068558
30471.800626	-0.014440	0.029135
30467.985929	-0.050362	0.061029
30464.171231	-0.003864	-0.026788
30460.356534	-0.006659	0.027545
30456.541837	-0.036213	-0.005276
30452.727140	-0.028922	0.030790
30448.912442	0.006437	0.020215
30445.097745	0.022342	0.031616
30441.283048	0.008853	0.004248
30437.468351	0.039809	-0.046836
30433.653653	-0.060621	-0.039748
30429.838956	0.014719	-0.029874
30426.024259	0.062423	0.032707
30422.209562	0.044972	0.041275
30418.394864	0.097349	0.034035
30414.580167	-0.056747	0.062250
30410.765470	0.000315	0.049362
30406.950772	0.041049	0.030033
30403.136075	-0.055231	0.024941
30399.321378	0.016690	-0.012632
30395.506681	0.035316	0.037326
30391.691983	0.027626	0.023497
30387.877286	0.016405	0.004133
30384.062589	-0.058793	0.023241
30380.247892	0.148542	-0.008315
30376.433194	-0.006928	-0.008377
30372.618497	-0.038862	0.002599
30368.803800	-0.049898	-0.005794
30364.989103	0.015583	0.016224
30361.174405	0.098436	-0.042179
30357.359708	0.065557	-0.034249
30353.545011	-0.044697	0.021502
30349.730313	-0.008970	0.007562
30345.915616	0.010688	-0.015339
30342.100919	-0.039019	-0.076311
30338.286222	-0.028723	0.009649
30334.471524	-0.042181	0.004831
30330.656827	-0.076101	0.040035
