omegatau 210.0K

0.09269769785 0.285711426
0.0762839290688 0.25656463
0.0627904297968 0.2262182
0.0516655935711 0.199892364
0.0425168063801 0.1658627009
0.0425168063801 0.1621112302
0.0349848287205 0.1503517554
0.0287906126171 0.1242903221
0.0236982188348 0.1081242625
0.0194930307415 0.0925880901
0.0160396961631 0.0784969055
0.0132084253437 0.067789605
0.0108657202485 0.0569686623
0.00894529539508 0.0485306104
0.00735954269809 0.0404101404
0.00605469211579 0.0344993544
0.00498346309423 0.0284858496
0.00409978027005 0.02389103352
0.00337731486416 0.0198958802
0.00277611017313 0.0166116893
0.00228531948165 0.01384548066
0.00187968014077 0.0116665227
0.00154765013292 0.00961106968
0.00127481352449 0.00808641306
0.00104939653047 0.00665722434
0.000861757626127 0.00547226085
0.000709810904679 0.00449114977
0.000583080478675 0.00373130877
0.000480592924947 0.00310438656
0.000394417162334 0.00254926644
0.00032454392014 0.00212313486
0.000268530369744 0.001764809984
0.000221041225106 0.00144917754
0.000181093792359 0.001197277928
0.000149058899378 0.00098336106
0.000122535435677 0.0008178989
0.000100767839462 0.000662409069
8.31025266054e-05 0.0005548716
6.80283735197e-05 0.000455132112
5.60738099255e-05 0.000369333507
4.60030519323e-05 0.0003019200968
