
 0.000063  -6388  11460  13120.142578
 0.000100  -6687  11332  13157.894531
 0.000158  -6431  11279  12983.589844
 0.000251  -6456  11162  12894.579102
 0.000398  -6224  10975  12617.004883
 0.000631  -6033  10494  12104.590820
 0.001000  -5763  10063  11596.384766
 0.001585  -5416  9134  10618.993164
 0.002512  -4683  8009  9277.637695
 0.003981  -3643  6315  7290.450684
 0.006310  -2132  3717  4285.033691
 0.010000  -159  383  414.692657
 0.015850  1922  -3424  3926.558350
 0.025120  4232  -7168  8324.064453
 0.039810  5843  -10030  11607.822266
 0.063100  6659  -11509  13296.591797
 0.100000  7017  -12153  14033.306641
 0.158500  6986  -12080  13954.590820
 0.251200  6968  -12161  14015.810547
 0.398100  7044  -12189  14077.984375
 0.631000  7103  -12267  14175.044922
 1.000000  6965  -12235  14078.581055
