
 0.000063  353  -362  505.621399
 0.000100  36  -599  600.080811
 0.000158  356  -963  1026.696167
 0.000251  669  -1314  1474.502319
 0.000398  1018  -2149  2377.924561
 0.000631  1485  -3509  3810.289551
 0.001000  2189  -5070  5522.374512
 0.001585  3202  -7367  8032.776367
 0.002512  5322  -11784  12930.055664
 0.003981  6998  -16079  17535.855469
 0.006310  9588  -22134  24121.437500
 0.010000  13058  -29110  31904.599609
 0.015850  15768  -34704  38118.203125
 0.025120  16524  -37514  40991.984375
 0.039810  18120  -39029  43030.191406
 0.063100  16500  -36045  39642.046875
 0.100000  16958  -38569  42132.429688
 0.158500  16737  -38000  41522.609375
 0.251200  16809  -38473  41984.691406
 0.398100  18238  -39673  43664.304688
 0.631000  16627  -38133  41600.273438
 1.000000  17628  -39067  42859.968750
