
 0.000063  15  23  27.459061
 0.000100  58  -8  58.549126
 0.000158  -27  40  48.259712
 0.000251  -11  -46  47.296936
 0.000398  -30  -53  60.901562
 0.000631  -17  -13  21.400934
 0.001000  52  -53  74.249580
 0.001585  -40  44  59.464275
 0.002512  -9  -124  124.326187
 0.003981  -83  4  83.096329
 0.006310  40  -49  63.253460
 0.010000  30  -8  31.048349
 0.015850  49  1  49.010204
 0.025120  9  -21  22.847319
 0.039810  -73  -8  73.437050
 0.063100  -299  -79  309.260406
 0.100000  29  157  159.655884
 0.158500  249  305  393.733398
 0.251200  759  411  863.135010
 0.398100  254  -251  357.095215
 0.631000  -557  307  636.001587
 1.000000  1107  1799  2112.309082
 1.585000  -1100  779  1347.902466
 2.512000  -182  -671  695.244568
 3.981000  -4197  -1092  4336.735352
 6.310000  458  -646  791.883850
 10.000000  968  1030  1413.479370
 15.850000  -389  -2518  2547.870605
 25.510000  -1271  -32  1271.402710
 39.810001  723  656  976.250488
 63.099998  -39  206  209.659241
 100.000000  -695  -820  1074.906982
 158.000000  458  311  553.610901
 250.000000  -3  58  58.077534
