
 0.000063  -10  -31  32.572994
 0.000100  -56  18  58.821766
 0.000158  -13  -85  85.988373
 0.000251  44  -141  147.705795
 0.000398  47  -88  99.764725
 0.000631  84  -84  118.793938
 0.001000  43  -190  194.805023
 0.001585  91  -199  218.819565
 0.002512  100  -433  444.397339
 0.003981  266  -660  711.586975
 0.006310  439  -900  1001.359558
 0.010000  555  -1311  1423.638306
 0.015850  849  -1915  2094.761475
 0.025120  1051  -2403  2622.786621
 0.039810  1302  -2976  3248.350342
 0.063100  1447  -3287  3591.403320
 0.100000  1492  -3488  3793.706299
 0.158500  1549  -3557  3879.645508
 0.251200  1580  -3592  3924.138672
 0.398100  1600  -3621  3958.742432
 0.631000  1624  -3710  4049.873535
 1.000000  1554  -3630  3948.647461
