
 0.000063  -48  48  67.882248
 0.000100  -13  -99  99.849884
 0.000158  65  -124  140.003571
 0.000251  92  -208  227.437897
 0.000398  214  -398  451.884949
 0.000631  339  -591  681.323730
 0.001000  451  -940  1042.593384
 0.001585  711  -1541  1697.115845
 0.002512  1171  -2274  2557.795410
 0.003981  1662  -3452  3831.259277
 0.006310  2370  -4858  5405.281250
 0.010000  3137  -6505  7221.896973
 0.015850  4041  -8016  8976.966797
 0.025120  4722  -9316  10444.382812
 0.039810  4969  -10077  11235.519531
 0.063100  5081  -10174  11372.195312
 0.100000  5102  -10305  11498.844727
 0.158500  5109  -10276  11475.977539
 0.251200  5227  -10413  11651.270508
 0.398100  5162  -10365  11579.268555
 0.631000  5124  -10507  11689.842773
 1.000000  5146  -10511  11703.094727
