sqrtom 260.0K

11209.4219197 19.758
9737.21039545 23.836
8458.52416754 28.242
7347.79931051 31.858
7347.79931051 32.492
6382.90139112 34.291
5545.82654603 37.093
4816.64130159 38.565
4185.31866384 40.753
3635.90729892 41.446
3158.45109384 42.895
2742.89738904 43.693
2383.34086462 44.308
2069.69186475 45.372
1798.00570195 45.816
1562.25494101 46.745
1356.47735595 46.985
1178.67514747 47.409
1024.87076639 47.901
889.022991711 48.007
773.135348971 48.388
671.252400181 48.903
583.333923821 48.934
507.41735043 49.34
439.511375375 49.992
381.567778957 50.139
331.63364669 49.804
287.684057372 49.555
249.713524389 49.554
