sqrtom 229.9K

1058.82423204 639.560032423
1208.65238341 559.102569057
1376.45620981 468.99219866
1570.23806419 364.931671263
1790.00289033 246.918332068
2039.72399677 112.818521118
2325.4162214 -40.5977193404
2650.98901659 -215.429758599
3022.64449699 -415.008121719
3446.13530627 -642.421968602
3929.6545051 -902.070958944
4479.01578109 -1197.07703314
5106.32849573 -1533.94289777
5821.532866 -1918.00643253
6636.60309833 -2355.69776598
7565.57553613 -2854.55439072
8624.40419197 -3423.14358448
9833.20592138 -4072.26806459
11209.4219197 -4811.29372336
