sqrtom 260.0K

249.713524389 49.8924254136
287.684057372 49.7981402383
331.63364669 49.6890083825
381.567778957 49.5650162221
439.511375375 49.4211356464
507.41735043 49.2525173454
583.333923821 49.0640078127
671.252400181 48.8456961825
773.135348971 48.5927091704
889.022991711 48.3049469018
1024.87076639 47.9676213432
1178.67514747 47.5857074776
1356.47735595 47.1442042625
1562.25494101 46.6332349883
1798.00570195 46.047838891
2069.69186475 45.3732110817
2383.34086462 44.5943847496
2742.89738904 43.7015647845
3158.45109384 42.6696974173
3635.90729892 41.4841190635
4185.31866384 40.1198678197
4816.64130159 38.552221519
5545.82654603 36.7415711755
6382.90139112 34.6630186164
7347.79931051 32.2670667475
7347.79931051 32.2670667475
8458.52416754 29.5090099171
9737.21039545 26.3338857967
11209.4219197 22.6782162361
