sqrtom 273.1K

249.713524389 9.58857948485
305.654514661 9.57693741354
373.580128009 9.56280118123
457.485412426 9.54533936477
557.374034494 9.5245512011
681.240510509 9.49877292403
833.053309926 9.46717864177
1016.86961111 9.428924001
1242.61530219 9.38194329113
1516.31329199 9.32498306394
1851.93863287 9.25513492337
2263.47284045 9.16948912824
2762.86840615 9.0655582046
3376.23381659 8.93790862575
4123.3844644 8.78241654239
5036.38948902 8.59240793595
6151.1554688 8.36041016527
7513.61563996 8.07686390706
7513.61563996 8.07686390706
9177.82012398 7.7305206052
11209.4219197 7.30771698897
