sqrtom 255.1K

177.790462746 120.660069128
209.757014456 120.325146101
247.724125948 119.927353432
293.660890043 119.446060352
347.59080867 118.881020626
411.522409577 118.211190313
487.44092195 117.415769579
575.357194353 116.494644761
681.240510509 115.385273906
807.079810673 114.066818297
954.923391498 112.517817324
1128.73446157 110.696747277
1336.50542497 108.519869373
1580.22983665 105.966296544
1871.91602749 102.910213954
2213.53869771 99.3309320838
2621.07512576 95.0610522552
3100.52794214 90.0376831315
3669.87843204 84.0724294637
4341.17334489 77.0390738907
4341.17334489 77.0390738907
4980.43762692 70.3413127211
5713.6280856 62.6594591872
6554.67717069 53.8475388873
7519.63415689 43.7373988183
8548.30071549 32.9597546947
9789.01727038 19.9603999718
11209.4219197 5.0783998782
