sqrtom 258.0K

249.713524389 107.860906522
305.654514661 107.352956665
373.580128009 106.736185216
457.485412426 105.974316735
557.374034494 105.067317929
681.240510509 103.942597781
833.053309926 102.564122186
1016.86961111 100.895051553
1242.61530219 98.845257813
1516.31329199 96.3600523439
1851.93863287 93.3125402546
2263.47284045 89.5757679672
2762.86840615 85.041205649
3376.23381659 79.471785597
4123.3844644 72.6875820391
5036.38948902 64.3974039411
6151.1554688 54.2752159347
7513.61563996 41.9039395827
9177.82012398 26.7927943074
11209.4219197 8.34564423016
