nu(Mhz) 229.9K

19.998 0.95914
15.389 1.3223
11.838 1.8001
9.1097 2.5028
7.0099 3.6752
5.3938 5.4652
4.1499 8.1959
3.1929 11.535
2.4577 17.161
1.8901 24.633
1.4541 36.145
1.1185 54.482
0.86064 77.465
0.66216 120.38
0.50995 171.58
0.39242 247.69
0.30154 377.7
0.2325 472.92
0.17843 883.99
