nu(Mhz) 379.9K

8.0458 0.36201
5.9361 0.37633
4.3836 0.38912
3.2358 0.40061
2.3882 0.39819
1.763 0.42301
1.3007 0.43046
0.961 0.43385
0.70834 0.43312
0.5237 0.42807
0.38646 0.44021
0.28514 0.4317
0.21074 0.44326
0.15564 0.43566
0.11473 0.44366
0.084624 0.4348
0.062626 0.44004
0.045963 0.44969
0.033894 0.42463
0.025154 0.43216
0.018573 0.43152
0.013725 0.43103
