nu(Mhz) 235.0K

10.001 5.6792
8.141 7.5346
8.141 7.0449
6.6311 10.277
5.4012 13.422
4.397 17.398
3.5799 24.66
2.9144 31.78
2.3734 45.555
1.9342 57.815
1.5737 78.781
1.2826 107.83
1.044 150.71
0.85031 202.55
0.69233 270.97
0.56365 400.36
