nu(Mhz) 383.0K

8.985 0.32264
6.0219 0.341
4.037 0.35012
2.706 0.35883
1.8142 0.35693
1.2149 0.36682
0.8154 0.36417
0.54585 0.36458
0.36593 0.36309
0.24575 0.37847
0.16457 0.36586
0.11045 0.3647
0.073862 0.37336
0.049444 0.36943
0.03331 0.37454
0.022212 0.3755
0.014869 0.37128
0.0099244 0.37309
