nu(Mhz) 258.0K

19.998 20.397
13.406 29.699
8.985 39.186
6.0219 53.325
4.037 65.058
2.706 71.994
1.8142 79.143
1.2149 85.093
0.8154 88.394
0.54585 95.845
0.36593 96.437
0.24575 98.855
0.16457 99.128
0.11045 103.46
0.073862 101.01
0.049444 105.76
0.03331 105.66
0.022212 106.03
0.014869 108.77
0.0099244 110.21
