nu(Mhz) 250.0K

19.998 16.631
14.374 25.368
10.327 37.92
7.4209 52.986
7.4209 54.258
5.331 74.005
3.8315 97.568
2.7534 124.43
1.9788 147.68
1.4216 168.95
1.0213 185.48
0.73406 196.84
0.52717 207.15
0.37955 208.82
0.27252 217.15
0.19566 225.08
0.14091 231.65
0.10112 230.72
0.072568 232.17
0.05232 234.79
0.037508 239.27
0.026953 235.52
0.019452 242.93
0.013914 239.36
0.0099244 241.67
