nu(Mhz) 273.1K

19.998 7.9332
13.406 8.2243
8.985 9.1052
8.985 7.9206
6.0219 8.5502
4.037 8.601
2.706 8.8059
1.8142 8.901
1.2149 9.0659
0.8154 9.2605
0.54585 9.2257
0.36593 9.2449
0.24575 9.3512
0.16457 9.4098
0.11045 9.3619
0.073862 9.5298
0.049444 9.6219
0.03331 9.664
0.022212 9.5591
0.014869 9.6107
0.0099244 9.4561
