nu(Mhz) 255.1K

19.998 20.007
15.251 25.896
11.63 34.691
8.9994 41.061
6.8379 50.722
5.1957 60.195
3.9478 70.177
2.9994 79.41
2.9994 79.045
2.1435 86.147
1.53 92.619
1.0934 96.843
0.77982 100.26
0.55769 105.24
0.39743 105.81
0.28429 108.01
0.20277 110.36
0.14513 112.11
0.10367 113.1
0.073862 114.46
0.052686 116.45
0.037815 115.67
0.026953 116.87
0.019229 117.36
0.013725 119.18
0.0097669 120.31
0.0070025 119.49
0.0050308 121.96
