nu(Mhz) 300.0K

19.998 1.8074
15.652 1.7898
12.247 1.8051
9.5823 1.8391
8.4996 1.9122
6.6229 1.9578
5.1558 1.9586
4.0178 1.9856
3.1305 2.0793
2.4377 2.0783
1.8989 2.0982
1.4792 2.1504
1.1525 2.1826
0.898 2.1729
0.69898 2.1773
0.54467 2.228
0.42399 2.1223
0.3302 2.2188
0.25694 2.2184
0.20062 2.2335
0.15627 2.2305
0.12186 2.217
0.094643 2.2437
0.073862 2.2723
0.057549 2.2414
0.044607 2.2265
0.034781 2.2086
0.027217 2.2389
0.021272 2.2007
0.016464 2.2399
0.012808 2.21
0.0099244 2.2131
