nu(Mhz) 181.0K

1.0005 1.9166
0.85473 3.7306
0.72996 4.4845
0.62256 6.8902
0.53181 4.8261
0.49976 9.5447
0.44288 14.24
0.39242 5.4798
0.34784 9.4098
0.3077 17.57
0.27252 25.847
0.24181 20.773
0.21442 22.859
0.18936 17.003
0.16782 27.585
0.1488 39.275
