nu(mhz) 210.0K

19.998 264453552.0
15.652 249320708.0
12.247 248087479.0
9.5823 235897061.4
9.5823 263398262.4
7.4993 321787463.7
5.8703 293691109.0
4.593 320136693.0
3.595 400051600.0
2.8119 348056982.0
2.2023 316448487.0
1.7231 344844003.0
1.3484 347118612.0
1.0554 319786200.0
0.82551 360434176.2
0.64541 306795643.5
0.50541 400471721.7
0.39543 595082607.0
0.30947 436321753.0
