nu(mhz) 320.0K

19.998 11433056.58
13.406 7691558.44
8.985 5031420.3
8.985 5104378.5
6.0219 3450849.795
4.037 2317560.96
2.706 1569561.18
1.8142 1054667.028
1.2149 704581.255
0.8154 477139.464
0.54585 317269.854
0.36593 213421.3539
0.24575 143065.82
0.16457 96569.676
0.11045 65259.3825
0.073862 43255.06444
