nu(mhz) 280.0K

19.998 80993899.8
13.406 60129931.8
8.985 41017423.5
8.985 41317522.5
6.0219 28725667.38
4.037 19267793.6
2.706 13345180.2
1.8142 8890668.52
1.2149 6256249.04
0.8154 4300990.38
0.54585 2936836.755
0.36593 2065052.769
