nu(mhz) 302.0K

19.998 18752924.52
13.406 12592926.1
8.985 8186862.45
8.985 8473304.25
6.0219 5547314.061
4.037 3866194.53
2.706 2536902.06
1.8142 1747836.564
1.2149 1169863.657
0.8154 786583.764
0.54585 515631.744
0.36593 345071.99
0.24575 235322.8275
0.16457 159361.3595
0.11045 107647.8835
0.073862 71644.66276
0.049444 48636.08504
0.03331 32664.7853
0.022212 21893.92416
0.014869 14601.358
0.0099244 9743.875164
