 1.9998e+01	 8.3629e-01	 1.1958e+00	 1.9794e+00	 2.3669e-02	 1	 mtcp_230K.sdf
 1.3406e+01	 5.6975e-01	 1.7551e+00	 2.8191e+00	 4.9479e-02	 2	 mtcp_230K.sdf
 8.9850e+00	 3.6290e-01	 2.7556e+00	 4.7352e+00	 1.3048e-01	 3	 mtcp_230K.sdf
 8.9850e+00	 3.6090e-01	 2.7708e+00	 4.3917e+00	 1.2168e-01	 4	 mtcp_230K.sdf
 6.0219e+00	 2.0246e-01	 4.9391e+00	 3.2570e+00	 1.6087e-01	 5	 mtcp_230K.sdf
 4.0370e+00	 1.2560e-01	 7.9617e+00	 2.9643e+00	 2.3601e-01	 6	 mtcp_230K.sdf
 2.7060e+00	 6.8635e-02	 1.4570e+01	 3.8140e+00	 5.5569e-01	 7	 mtcp_230K.sdf
 1.8142e+00	 3.8891e-02	 2.5713e+01	 3.4676e+00	 8.9162e-01	 8	 mtcp_230K.sdf
 1.2149e+00	 2.2662e-02	 4.4127e+01	 2.5537e+00	 1.1269e+00	 9	 mtcp_230K.sdf
 8.1540e-01	 1.2321e-02	 8.1161e+01	 3.8597e+00	 3.1326e+00	 10	 mtcp_230K.sdf
 5.4585e-01	 7.7155e-03	 1.2961e+02	 2.7427e+00	 3.5549e+00	 11	 mtcp_230K.sdf
 3.6593e-01	 5.1161e-03	 1.9546e+02	 5.0071e+00	 9.7869e+00	 12	 mtcp_230K.sdf
 2.4575e-01	 2.4381e-03	 4.1016e+02	 5.4301e+00	 2.2272e+01	 13	 mtcp_230K.sdf
 1.6457e-01	 2.2359e-03	 4.4724e+02	 1.2898e+01	 5.7685e+01	 14	 mtcp_230K.sdf
 1.1045e-01	 9.2531e-04	 1.0807e+03	 2.2226e+01	 2.4020e+02	 15	 mtcp_230K.sdf

 
 1.9998e+01	 2.0660e-01	 4.8404e+00	 6.0163e-01	 2.9121e-02	 1	 glyzerin_d3_243K.sdf
 1.3406e+01	 1.1733e-01	 8.5229e+00	 6.2448e-01	 5.3224e-02	 2	 glyzerin_d3_243K.sdf
 8.9850e+00	 6.3926e-02	 1.5643e+01	 1.3204e+00	 2.0655e-01	 3	 glyzerin_d3_243K.sdf
 8.9850e+00	 6.4907e-02	 1.5407e+01	 1.3274e+00	 2.0450e-01	 4	 glyzerin_d3_243K.sdf
 6.0219e+00	 3.5505e-02	 2.8165e+01	 1.1531e+00	 3.2477e-01	 5	 glyzerin_d3_243K.sdf
 4.0370e+00	 2.0314e-02	 4.9227e+01	 8.3857e-01	 4.1281e-01	 6	 glyzerin_d3_243K.sdf
 2.7060e+00	 1.1341e-02	 8.8175e+01	 9.3486e-01	 8.2432e-01	 7	 glyzerin_d3_243K.sdf
 1.8142e+00	 6.3393e-03	 1.5774e+02	 8.9154e-01	 1.4064e+00	 8	 glyzerin_d3_243K.sdf
 1.2149e+00	 3.4427e-03	 2.9047e+02	 1.2665e+00	 3.6789e+00	 9	 glyzerin_d3_243K.sdf
 8.1540e-01	 1.9728e-03	 5.0690e+02	 1.9141e+00	 9.7025e+00	 10	 glyzerin_d3_243K.sdf
 5.4585e-01	 1.0147e-03	 9.8550e+02	 4.7161e+00	 4.6477e+01	 11	 glyzerin_d3_243K.sdf

 
 1.9998e+01	 6.1359e-02	 1.6297e+01	 3.9134e-01	 6.3779e-02	 1	 glyzerin_d3_255K.sdf
 1.4568e+01	 3.8471e-02	 2.5994e+01	 4.4259e-01	 1.1504e-01	 2	 glyzerin_d3_255K.sdf
 1.0615e+01	 2.4110e-02	 4.1477e+01	 3.4847e-01	 1.4454e-01	 3	 glyzerin_d3_255K.sdf
 7.7324e+00	 1.5601e-02	 6.4100e+01	 7.3670e-01	 4.7222e-01	 4	 glyzerin_d3_255K.sdf
 7.7324e+00	 1.5347e-02	 6.5158e+01	 1.1303e+00	 7.3645e-01	 5	 glyzerin_d3_255K.sdf
 5.6333e+00	 9.7796e-03	 1.0225e+02	 6.6218e-01	 6.7710e-01	 6	 glyzerin_d3_255K.sdf
 4.1045e+00	 6.2764e-03	 1.5933e+02	 6.7380e-01	 1.0736e+00	 7	 glyzerin_d3_255K.sdf
 2.9911e+00	 4.0448e-03	 2.4723e+02	 5.2011e-01	 1.2859e+00	 8	 glyzerin_d3_255K.sdf
 2.1787e+00	 2.6772e-03	 3.7353e+02	 4.9763e-01	 1.8588e+00	 9	 glyzerin_d3_255K.sdf
 1.5877e+00	 1.8469e-03	 5.4144e+02	 8.3030e-01	 4.4956e+00	 10	 glyzerin_d3_255K.sdf
