	0.04091	0.24509	
	0.04186	0.24626	
	0.04284	0.24738	
	0.04383	0.24845	
	0.04486	0.24948	
	0.0459	0.25046	
	0.04697	0.25139	
	0.04806	0.25227	
	0.04918	0.25311	
	0.05033	0.2539	
	0.0515	0.25465	
	0.0527	0.25534	
	0.05393	0.25599	
	0.05518	0.2566	
	0.05647	0.25715	
	0.05779	0.25767	
	0.05913	0.25814	
	0.06051	0.25856	
	0.06192	0.25893	
	0.06336	0.25926	
	0.06484	0.25955	
	0.06635	0.2598	
	0.06789	0.26	
	0.06947	0.26015	
	0.07109	0.26027	
	0.07275	0.26034	
	0.07444	0.26038	
	0.07618	0.26037	
	0.07795	0.26032	
	0.07977	0.26023	
	0.08162	0.2601	
	0.08353	0.25994	
	0.08547	0.25973	
	0.08746	0.25949	
	0.0895	0.25921	
	0.09158	0.2589	
	0.09372	0.25855	
	0.0959	0.25816	
	0.09813	0.25775	
	0.10042	0.2573	
	0.10276	0.25681	
	0.10515	0.25629	
	0.1076	0.25575	
	0.11011	0.25517	
	0.11267	0.25455	
	0.1153	0.25391	
	0.11798	0.25324	
	0.12073	0.25254	
	0.12354	0.25181	
	0.12642	0.25106	
	0.12937	0.25028	
	0.13238	0.24947	
	0.13546	0.24864	
	0.13862	0.24778	
	0.14185	0.2469	
	0.14515	0.24599	
	0.14853	0.24506	
	0.15199	0.2441	
	0.15553	0.24313	
	0.15915	0.24213	
	0.16286	0.24111	
	0.16666	0.24008	
	0.17054	0.23901	
	0.17451	0.23794	
	0.17857	0.23684	
	0.18273	0.23573	
	0.18699	0.2346	
	0.19135	0.23345	
	0.1958	0.23228	
	0.20036	0.2311	
	0.20503	0.2299	
	0.20981	0.22869	
	0.21469	0.22747	
	0.21969	0.22622	
	0.22481	0.22497	
	0.23005	0.22371	
	0.23541	0.22243	
	0.24089	0.22114	
	0.2465	0.21984	
	0.25224	0.21852	
	0.25812	0.2172	
	0.26413	0.21587	
	0.27028	0.21453	
	0.27658	0.21318	
	0.28302	0.21183	
	0.28961	0.21046	
	0.29636	0.20909	
	0.30326	0.20771	
	0.31033	0.20632	
	0.31756	0.20493	
	0.32495	0.20353	
	0.33252	0.20213	
	0.34027	0.20072	
	0.34819	0.19931	
	0.3563	0.1979	
	0.3646	0.19648	
	0.3731	0.19506	
	0.38179	0.19363	
	0.39068	0.19221	
	0.39978	0.19078	
	0.40909	0.18935	
	0.41862	0.18792	
	0.42837	0.18649	
	0.43835	0.18506	
	0.44856	0.18363	
	0.45901	0.1822	
	0.4697	0.18077	
	0.48064	0.17934	
	0.49184	0.17792	
	0.50329	0.17649	
	0.51502	0.17507	
	0.52701	0.17365	
	0.53929	0.17223	
	0.55185	0.17081	
	0.5647	0.1694	
	0.57786	0.16799	
	0.59132	0.16659	
	0.60509	0.16519	
	0.61918	0.16379	
	0.63361	0.16239	
	0.64837	0.16101	
	0.66347	0.15962	
	0.67892	0.15824	
	0.69474	0.15687	
	0.71092	0.1555	
	0.72748	0.15414	
	0.74442	0.15278	
	0.76176	0.15143	
	0.77951	0.15009	
	0.79766	0.14875	
	0.81624	0.14742	
	0.83526	0.14609	
	0.85471	0.14477	
	0.87462	0.14346	
	0.89499	0.14216	
	0.91584	0.14086	
	0.93717	0.13957	
	0.959	0.13829	
	0.98134	0.13701	
	1.0042	0.13574	
	1.02759	0.13448	
	1.05153	0.13323	
	1.07602	0.13199	
	1.10108	0.13075	
	1.12673	0.12952	
	1.15298	0.1283	
	1.17983	0.12709	
	1.20731	0.12588	
	1.23544	0.12469	
	1.26421	0.1235	
	1.29366	0.12232	
	1.32379	0.12115	
	1.35463	0.11999	
	1.38618	0.11883	
	1.41847	0.11769	
	1.45151	0.11655	
	1.48532	0.11542	
	1.51992	0.1143	
	1.55532	0.11319	
	1.59155	0.11209	
	1.62862	0.111	
	1.66656	0.10991	
	1.70538	0.10884	
	1.7451	0.10777	
	1.78575	0.10671	
	1.82734	0.10566	
	1.86991	0.10462	
	1.91346	0.10359	
	1.95803	0.10256	
	2.00364	0.10155	
	2.05031	0.10054	
	2.09807	0.09954	
	2.14694	0.09856	
	2.19695	0.09758	
	2.24812	0.0966	
	2.30049	0.09564	
	2.35407	0.09469	
	2.40891	0.09374	
	2.46502	0.0928	
	2.52244	0.09187	
	2.58119	0.09095	
	2.64131	0.09004	
	2.70284	0.08914	
	2.7658	0.08824	
	2.83022	0.08736	
	2.89614	0.08648	
	2.9636	0.08561	
	3.03263	0.08475	
	3.10327	0.08389	
	3.17556	0.08305	
	3.24953	0.08221	
	3.32522	0.08138	
	3.40267	0.08056	
	3.48193	0.07975	
	3.56304	0.07894	
	3.64603	0.07815	
	3.73096	0.07736	
	3.81786	0.07657	
	3.90679	0.0758	
	3.99779	0.07503	
	4.09091	0.07428	
	4.1862	0.07353	
	4.28371	0.07278	
	4.38349	0.07205	
	4.4856	0.07132	
	4.59008	0.0706	
	4.697	0.06988	
	4.8064	0.06918	
	4.91836	0.06848	
	5.03292	0.06778	
	5.15015	0.0671	
	5.27012	0.06642	
	5.39287	0.06575	
	5.51849	0.06509	
	5.64703	0.06443	
	5.77857	0.06378	
	5.91317	0.06314	
	6.0509	0.0625	
	6.19185	0.06187	
	6.33607	0.06125	
	6.48366	0.06063	
	6.63468	0.06002	
	6.78922	0.05941	
	6.94737	0.05882	
	7.10919	0.05822	
	7.27478	0.05764	
	7.44424	0.05706	
	7.61763	0.05649	
	7.79507	0.05592	
	7.97664	0.05536	
	8.16244	0.05481	
	8.35257	0.05426	
	8.54713	0.05371	
	8.74621	0.05318	
	8.94994	0.05264	
	9.15841	0.05212	
	9.37174	0.0516	
	9.59003	0.05108	
	9.81341	0.05058	
	10.042	0.05007	
	10.27591	0.04957	
	10.51526	0.04908	
	10.76019	0.04859	
	11.01083	0.04811	
	11.26731	0.04763	
	11.52976	0.04716	
	11.79832	0.0467	
	12.07314	0.04623	
	12.35436	0.04578	
	12.64213	0.04533	
	12.9366	0.04488	
	13.23793	0.04444	
	13.54628	0.044	
	13.86182	0.04357	
	14.1847	0.04314	
	14.5151	0.04272	
	14.8532	0.0423	
	15.19918	0.04188	
	15.55321	0.04147	
	15.91549	0.04107	
	16.28621	0.04067	
	16.66557	0.04027	
	17.05376	0.03988	
	17.45099	0.03949	
	17.85748	0.03911	
	18.27343	0.03873	
	18.69908	0.03835	
	19.13463	0.03798	
	19.58034	0.03762	
	20.03642	0.03725	
	20.50313	0.03689	
	20.98071	0.03654	
	21.46941	0.03619	
	21.9695	0.03584	
	22.48123	0.03549	
	23.00489	0.03515	
	23.54074	0.03482	
	24.08908	0.03449	
	24.65018	0.03416	
	25.22436	0.03383	
	25.81191	0.03351	
	26.41315	0.03319	
	27.02839	0.03288	
	27.65796	0.03256	
	28.3022	0.03226	
	28.96144	0.03195	
	29.63604	0.03165	
	30.32635	0.03135	
	31.03274	0.03105	
	31.75559	0.03076	
	32.49527	0.03047	
	33.25218	0.03019	
	34.02672	0.02991	
	34.81931	0.02963	
	35.63035	0.02935	
	36.46029	0.02908	
	37.30956	0.02881	
	38.17861	0.02854	
	39.06791	0.02827	
	39.97791	0.02801	
	40.90912	0.02775	
	41.86202	0.0275	
	42.83711	0.02724	
	43.83491	0.02699	
	44.85596	0.02674	
	45.90079	0.0265	
	46.96995	0.02625	
	48.06402	0.02601	
	49.18358	0.02578	
	50.32921	0.02554	
	51.50153	0.02531	
	52.70115	0.02508	
	53.92872	0.02485	
	55.18488	0.02463	
	56.4703	0.0244	
	57.78567	0.02418	
	59.13167	0.02396	
	60.50902	0.02375	
	61.91846	0.02353	
	63.36072	0.02332	
	64.83658	0.02311	
	66.34682	0.02291	
	67.89224	0.0227	
	69.47365	0.0225	
	71.0919	0.0223	
	72.74784	0.0221	
	74.44236	0.0219	
	76.17635	0.02171	
	77.95072	0.02152	
	79.76643	0.02133	
	81.62442	0.02114	
	83.5257	0.02095	
	85.47126	0.02077	
	87.46215	0.02059	
	89.4994	0.02041	
	91.58411	0.02023	
	93.71738	0.02005	
	95.90034	0.01988	
	98.13414	0.0197	
	100.41998	0.01953	
	102.75906	0.01936	
	105.15263	0.01919	
	107.60195	0.01903	
	110.10832	0.01886	
	112.67307	0.0187	
	115.29756	0.01854	
	117.98319	0.01838	
	120.73137	0.01822	
	123.54357	0.01807	
	126.42127	0.01791	
	129.366	0.01776	
	132.37932	0.01761	
	135.46283	0.01746	
	138.61816	0.01731	
	141.84699	0.01716	
	145.15103	0.01702	
	148.53203	0.01688	
	151.99179	0.01673	
	155.53214	0.01659	
	159.15494	0.01645	
	162.86214	0.01631	
	166.65568	0.01618	
	170.53759	0.01604	
	174.50993	0.01591	
	178.57478	0.01578	
	182.73432	0.01564	
	186.99075	0.01551	
	191.34633	0.01539	
	195.80336	0.01526	
	200.3642	0.01513	
	205.03128	0.01501	
	209.80708	0.01488	
	214.69411	0.01476	
	219.69498	0.01464	
	224.81233	0.01452	
	230.04888	0.0144	
	235.40741	0.01428	
	240.89075	0.01417	
	246.50182	0.01405	
	252.24359	0.01394	
	258.11909	0.01383	
	264.13146	0.01371	
	270.28387	0.0136	
	276.57959	0.01349	
	283.02196	0.01338	
	289.61439	0.01328	
	296.36037	0.01317	
	303.26349	0.01306	
	310.32741	0.01296	
	317.55586	0.01286	
	324.95269	0.01275	
	332.52181	0.01265	
	340.26724	0.01255	
	348.19308	0.01245	
	356.30354	0.01235	
	364.60291	0.01226	
	373.0956	0.01216	
	381.78612	0.01206	
	390.67906	0.01197	
	399.77914	0.01187	
	409.0912	0.01178	
	418.62015	0.01169	
	428.37107	0.0116	
	438.34911	0.01151	
	448.55958	0.01142	
	459.00787	0.01133	
	469.69954	0.01124	
	480.64024	0.01115	
	491.83579	0.01107	
	503.29212	0.01098	
	515.0153	0.0109	
	527.01155	0.01081	
	539.28722	0.01073	
	551.84884	0.01065	
	564.70305	0.01057	
	577.85667	0.01048	
	591.31668	0.0104	
	605.09022	0.01033	
	619.18458	0.01025	
	633.60724	0.01017	
	648.36585	0.01009	
	663.46823	0.01001	
	678.92239	0.00994	
	694.73653	0.00986	
	710.91902	0.00979	
	727.47845	0.00972	
	744.4236	0.00964	
	761.76345	0.00957	
	779.5072	0.0095	
	797.66426	0.00943	
	816.24424	0.00936	
	835.25701	0.00929	
	854.71265	0.00922	
	874.62146	0.00915	
	894.99402	0.00908	
	915.8411	0.00901	
	937.17379	0.00895	
	959.00337	0.00888	
	981.34142	0.00882	
	1004.1998	0.00875	
	1027.59062	0.00869	
	1051.52628	0.00862	
	1076.01947	0.00856	
	1101.08319	0.0085	
	1126.73071	0.00843	
	1152.97564	0.00837	
	1179.83189	0.00831	
	1207.31371	0.00825	
	1235.43566	0.00819	
	1264.21265	0.00813	
	1293.65995	0.00807	
	1323.79316	0.00801	
	1354.62827	0.00796	
	1386.18161	0.0079	
	1418.46993	0.00784	
	1451.51033	0.00779	
	1485.32034	0.00773	
	1519.9179	0.00767	
	1555.32135	0.00762	
	1591.54943	0.00756	
	1628.62138	0.00751	
	1666.55684	0.00746	
	1705.37594	0.0074	
	1745.09925	0.00735	
	1785.74783	0.0073	
	1827.34324	0.00725	
	1869.90754	0.0072	
	1913.46328	0.00714	
	1958.03356	0.00709	
	2003.64202	0.00704	
	2050.31284	0.00699	
	2098.07076	0.00694	
	2146.94111	0.0069	
	2196.94979	0.00685	
	2248.12333	0.0068	
	2300.48884	0.00675	
	2354.07411	0.0067	
	2408.90754	0.00666	
	2465.01821	0.00661	
	2522.43586	0.00656	
	2581.19094	0.00652	
	2641.3146	0.00647	
	2702.83872	0.00643	
	2765.79592	0.00638	
	2830.21958	0.00634	
	2896.14387	0.0063	
	2963.60372	0.00625	
	3032.63492	0.00621	
	3103.27406	0.00617	
	3175.5586	0.00612	
	3249.52687	0.00608	
	3325.21807	0.00604	
	3402.67235	0.006	
	3481.93076	0.00596	
	3563.03536	0.00592	
