2.5	3.36512E-11
2.571	3.89942E-11
2.632	4.77529E-11
2.681	5.37032E-11
2.74	6.09537E-11
2.801	7.2778E-11
2.857	8.6896E-11
2.8902	1.26096E-10
2.924	1.07275E-10
2.994	1.37151E-10
3.003	1.6959E-10
3.0488	1.73261E-10
3.058	1.69083E-10
3.106	2.01048E-10
3.155	2.28087E-10
3.155	2.43781E-10
3.1918	3.28095E-10
3.192	3.10814E-10
3.195	2.59597E-10
3.247	2.8688E-10
3.247	3.5051E-10
3.2895	4.19083E-10
3.2895	3.88597E-10
3.333	4.81282E-10
3.342	5.74645E-10
3.348	5.4063E-10
3.3501	5.80096E-10
3.3715	5.88166E-10
3.376	5.9676E-10
3.407	8.91456E-10
3.413	6.00067E-10
3.423	7.45762E-10
3.453	1.02754E-9
3.455	9.98849E-10
3.464	9.75663E-10
3.467	8.8736E-10
3.482	1.05584E-9
3.512	1.3471E-9
3.5336	1.57362E-9
3.573	1.9059E-9
3.582	2.02722E-9
3.5855	2.27143E-9
3.5881	2.67239E-9
3.597	2.23769E-9
3.618	2.55505E-9
3.6205	2.79383E-9
3.647	3.76877E-9
3.654	3.35815E-9
3.683	4.22669E-9
3.6955	4.58775E-9
3.7	4.8854E-9
3.702	5.75307E-9
3.72	5.73456E-9
3.7495	7.0583E-9
3.755	8.33873E-9
3.759	8.82673E-9
3.7975	1.2106E-8
3.808	1.47911E-8
3.808	1.29927E-8
3.828	1.61213E-8
3.84	1.81928E-8
3.842	2.25476E-8
3.8456	2.4027E-8
3.883	2.95529E-8
3.9	4.79623E-8
3.902	3.77485E-8
3.9044	5.16892E-8
3.911	4.18119E-8
3.9386	6.5887E-8
3.9386	4.75883E-8
3.9557	1.14367E-7
3.9711	8.33873E-8
3.9746	1.14948E-7
3.976	8.38687E-8
3.9766	1.43747E-7
4.011	1.29957E-7
4.013	2.07205E-7
4.0188	3.07185E-7
4.063	3.39234E-7
4.0634	4.03274E-7
4.08	6.65733E-7
4.0825	8.38108E-7
4.107	6.41357E-7
4.107	5.41627E-7
4.134	6.89128E-7
4.1351	1.58635E-6
4.1358	2.04127E-6
4.151	1.13162E-6
4.1545	9.35406E-7
4.1597	1.43252E-6
4.1615	1.16252E-6
4.182	1.47605E-6
4.1943	3.57932E-6
4.2003	3.21884E-6
4.205	2.07491E-6
4.209	2.99364E-6
4.214	2.89268E-6
4.2212	4.16294E-6
4.223	3.34349E-6
4.2244	6.27625E-6
4.25	4.97164E-6
4.25	3.43163E-6
4.2517	4.7687E-6
4.2517	1.12746E-5
4.2602	8.66164E-6
4.272	6.8281E-6
4.2771	9.42323E-6
4.299	6.79516E-6
4.417	1.61065E-4
4.45	2.83139E-4
4.4964	8.8308E-4
4.527	0.00153
4.591	0.00802
4.653	0.04477
4.69	0.14093
4.728	0.27416
4.762	0.98175
4.801	2.44906
4.9	12.13389
5.013	23.38837
5.1626	16.33052
