274	0.01001	5.6593e-8
323	0.01095	1.91102e-10
276	0.00676	2.50623e-8
280	0.00567	1.72041e-8
282	0.00452	1.03244e-8
285	0.00326	4.31308e-9
293	0.00291	2.48068e-9
296	0.00257	#1.8e-9
299	0.00321	1.01384e-9
302	0.00324	9.89063e-10
--	--	
309	0.00511	4.54255e-10
311	0.00546	4.18038e-10
314	0.0067	3.26726e-10
331	0.01577	1.30877e-10
