sqrtom 210.0K

1394.43800759 1402.46441708
1576.24870056 1207.22525975
1782.01702744 986.258967338
2013.76032067 737.39920806
2277.46181152 454.220831588
2575.1259723 134.571316102
2910.71246746 -225.801462068
3290.37332271 -633.503914772
3719.87351962 -1094.72682278
4203.29498908 -1613.85360676
4752.68883679 -2203.82546219
5372.02663023 -2868.90729494
6073.23494595 -3621.9065737
6864.36388707 -4471.46797892
7759.34060143 -5432.54731198
7759.34060143 -5432.54731198
8772.12462617 -6520.1351558
9916.87533591 -7749.43669067
11209.4219197 -9137.45024313
