sqrtom 250.0K

249.713524389 100.24006677
287.684057372 99.945226171
331.63364669 99.6039582919
381.567778957 99.2162205297
439.511375375 98.7662894026
507.41735043 98.23900056
583.333923821 97.6495095456
671.252400181 96.9668239409
773.135348971 96.1757044245
889.022991711 95.2758386768
1024.87076639 94.2209828143
1178.67514747 93.0266941818
1356.47735595 91.6460627919
1562.25494101 90.0482030369
1798.00570195 88.2176020363
2069.69186475 86.1079631979
2383.34086462 83.6724835808
2742.89738904 80.8805327478
3158.45109384 77.6537646781
3635.90729892 73.9463246543
4185.31866384 69.6801539308
4816.64130159 64.7779434448
5545.82654603 59.1158313364
6382.90139112 52.615958153
7347.79931051 45.1235407812
7347.79931051 45.1235407812
8458.52416754 36.4987795013
9737.21039545 26.5698007827
11209.4219197 15.1381011413
