sqrtom 230.1K

643.281108327 1084.67982457
673.247877735 1077.0681264
701.21553932 1069.96421086
733.179129388 1061.845311
765.145971281 1053.72558515
799.099569997 1045.10121387
833.053309926 1036.47680673
871.030783521 1026.8303526
908.976824729 1017.19188245
948.950008285 1007.03850875
990.895235609 996.384226805
1032.84035623 985.729971964
1078.81157504 974.05306954
1126.72871239 961.881894801
1176.67443003 949.195451273
1228.63146226 935.998124529
1282.57582438 922.296006792
1338.50194564 908.090513055
1396.44168942 893.373549879
1458.37520086 877.642151223
1522.30983602 861.402457878
1590.21809529 844.153445612
1658.14928718 826.898608354
1718.09209803 811.672856866
1732.078324 808.120290714
1803.98886633 789.854680019
1807.98981083 788.838421593
1887.89217528 768.542851078
1893.88995574 767.019387072
1969.80157747 747.737483687
1987.78941141 743.168490582
2045.72197664 728.45335079
2057.71128846 725.408010077
2085.67439542 718.305251441
2147.61146546 702.572948885
2189.55091771 691.920133838
2241.50599617 678.723303358
2275.46076306 670.098635359
2297.4311344 664.518059319
2411.31907537 635.589995015
2529.21152956 605.644765817
2531.19814668 605.140155871
2655.01517813 573.690056614
2786.87017247 540.198277571
2812.90157263 533.586181405
2924.70998172 505.186327829
3070.59405848 468.131096898
3128.46891514 453.430615348
3480.15344462 364.101116578
3871.66568641 264.655194482
4305.20247348 154.534843314
4788.64418151 31.7384111646
5326.03949538 -104.762486671
5923.3912071 -256.492587156
6586.66364019 -424.966856079
7325.83287424 -612.719263842
7325.83287424 -612.719263842
8149.04813531 -821.819751598
9062.07658127 -1053.73320415
10078.7031339 -1311.96105544
11209.4219197 -1599.1688622
