sqrtom 230.1K

11209.4219197 40.489
10078.7031339 52.333
9062.07658127 63.889
8149.04813531 81.505
7325.83287424 102.25
7325.83287424 103.44
6586.66364019 116.54
5923.3912071 154.82
5326.03949538 178.41
4788.64418151 218.98
4305.20247348 256.61
3871.66568641 293.28
3480.15344462 342.26
3128.46891514 370.3
2812.90157263 477.3
2529.21152956 540.4
2275.46076306 572.74
2045.72197664 670.75
3070.59405848 383.88
2924.70998172 434.24
2786.87017247 499.95
2655.01517813 519.1
2531.19814668 497.48
2411.31907537 591.88
2297.4311344 516.9
2189.55091771 576.57
2085.67439542 518.85
1987.78941141 639.43
1893.88995574 763.6
1803.98886633 721.69
1718.09209803 621.03
2241.50599617 620.48
2147.61146546 631.32
2057.71128846 621.5
1969.80157747 695.32
1887.89217528 653.75
1807.98981083 714.95
1732.078324 838.88
1658.14928718 776.16
1590.21809529 832.25
1522.30983602 782.84
1458.37520086 902.56
1396.44168942 1022.3
1338.50194564 1096.6
1282.57582438 1059.1
1228.63146226 1070.3
1176.67443003 1288.9
1126.72871239 1067.9
1078.81157504 1049.9
1032.84035623 866.72
990.895235609 896.26
948.950008285 1231.7
908.976824729 1302.7
871.030783521 1245.7
833.053309926 1426.4
799.099569997 1253.0
765.145971281 1335.8
733.179129388 905.28
701.21553932 1132.9
673.247877735 630.43
643.281108327 695.31
