sqrtom 260.0K

249.713524389 33.4446822022
293.660890043 33.3715210869
343.618419606 33.2883545871
403.528227539 33.1886200911
471.472724341 33.0755098947
553.380416623 32.9391545517
647.278208708 32.7828387616
759.152557745 32.5965966052
889.022991711 32.3803955737
1042.82966632 32.1243468281
1220.62759755 31.828358781
1430.40430069 31.4791342637
1676.1266797 31.0700693966
1963.81167878 30.5911475076
2301.43423765 30.0290923633
2694.9459914 29.3739960148
3158.45109384 28.6023786558
3699.88862383 27.7010237522
4335.16269271 26.6434550292
5078.32000698 25.406288316
5949.37541183 23.9562040182
6970.22969989 22.2567429216
8166.76264108 20.2648218334
9567.31119777 17.9332669644
11209.4219197 15.1995729193
