sqrtom 260.0K

11209.4219197 17.62
9567.31119777 18.362
8166.76264108 19.239
6970.22969989 23.496
5949.37541183 24.3
5078.32000698 24.939
4335.16269271 26.716
3699.88862383 27.32
3158.45109384 28.282
2694.9459914 29.176
2301.43423765 30.208
1963.81167878 30.146
1676.1266797 31.363
1430.40430069 31.256
1220.62759755 30.701
1042.82966632 32.208
889.022991711 32.625
759.152557745 31.279
647.278208708 32.745
553.380416623 33.182
471.472724341 33.77
403.528227539 33.356
343.618419606 33.797
293.660890043 34.004
249.713524389 33.858
