sqrtom 235.0K

177.790462746 644.807880594
239.69972825 636.801141472
273.69350601 632.404718609
299.644319218 629.048494147
323.617262673 625.94806802
327.611616731 625.431477319
357.596682551 621.553502066
389.561002571 617.419549425
425.521837492 612.768726621
435.497357624 611.478590376
463.482278482 607.859294317
507.41735043 602.177161659
553.380416623 596.232748052
587.343175755 591.840336835
603.327253156 589.773112538
659.252767065 582.540253346
719.188302524 574.788777171
785.123033509 566.2614237
793.101305699 565.229591978
857.032299513 556.961382283
934.942105125 546.885289739
1020.84725353 535.775157726
1112.75663489 523.888496928
1202.65924422 512.261372402
1214.64181633 510.711663678
1326.52511364 496.241771871
1336.50542497 494.95101598
1448.38872902 480.481123302
1486.3481375 475.571824533
1580.22983665 463.430083435
1654.14677026 453.870389917
1724.079263 444.826005026
1837.95858184 430.097967311
1881.90866682 424.413893014
2045.72197664 403.227881102
2053.70733094 402.195133449
2241.50599617 377.90709017
2275.46076306 373.515712592
2529.21152956 340.69806934
2812.90157263 304.008372768
3128.46891514 263.195977948
3480.15344462 217.712539277
3871.66568641 167.078173686
4305.20247348 111.008764278
4788.64418151 48.4851403061
5326.03949538 -21.0163155482
5923.3912071 -98.2719457151
6586.66364019 -184.053117486
7325.83287424 -279.650039459
7325.83287424 -279.650039459
8149.04813531 -386.116652861
9062.07658127 -504.198825506
10078.7031339 -635.679364401
11209.4219197 -781.915477266
