sqrtom 220.0K

1192.66521778 1439.83999702
1314.53475541 1409.82153856
1448.38872902 1376.8511177
1596.21254033 1340.43969755
1760.03864166 1300.0866519
1939.8452723 1255.79734075
2139.60950054 1206.59214721
2357.37694839 1152.95246651
2599.04838811 1093.42484202
2864.8030732 1027.96512068
3158.45109384 955.634815025
3482.13885504 875.905230421
3837.76167558 788.309518886
4231.3043536 691.373526847
4662.80024432 585.08903837
5140.29952165 467.47316408
5667.69661176 337.566643178
6247.03867936 194.865225545
6886.34248258 37.3942526604
7591.52557745 -136.303866216
7591.52557745 -136.303866216
8368.5353219 -327.694062524
9225.61803735 -538.807539974
10168.6961111 -771.103079331
11209.4219197 -1027.45085132
