nu(mhz) 280.0K

19.998 12114188.46
13.406 8160634.38
8.985 6800746.5
8.985 4075326.45
6.0219 3132712.818
4.037 2121160.91
2.706 1430662.2
1.8142 988122.172
1.2149 658803.823
0.8154 448396.614
0.54585 301904.1765
0.36593 200057.5903
0.24575 136025.0825
0.16457 89511.2687
0.11045 61179.3595
0.073862 40838.2998
0.049444 27572.94104
0.03331 18282.5266
0.022212 12208.60368
0.014869 8115.64889
0.0099244 5581.48256
