nu(mhz) 190.1K

12.036 1112451372.0
10.163 1059492750.0
8.5788 1049015664.0
7.2439 1007264295.0
6.1161 895825167.0
5.1631 873131841.0
4.3603 726818407.0
3.6801 664994070.0
3.108 563884440.0
2.6228 516639144.0
2.2141 444414152.0
1.8705 388633785.0
1.5797 340062019.0
1.3337 289813010.0
1.1253 242535909.0
0.95009 207167124.5
0.8025 179366775.0
0.67782 148313794.2
0.57206 134045099.2
0.483 112596960.0
0.40755 95688664.5
0.34409 77850362.5
0.29027 69159730.2
0.24496 59172537.6
