nu(mhz) 185.0K

19.998 489651030.0
16.167 464041401.0
13.07 437910350.0
10.569 400036650.0
8.5415 362168141.5
6.9048 335158992.0
5.5842 299089752.0
4.5147 266493711.6
3.6496 243964811.2
2.9499 220151037.0
2.3857 195689428.2
1.9276 178592140.0
1.5577 168885834.0
1.2593 160850389.0
1.0181 154517037.0
0.82406 154255791.4
0.66606 148864410.0
0.53764 152496209.6
0.43548 148581421.2
0.35161 149177574.7
