sqrtom 200.1K

177.790462746 118.444459501
177.790462746 118.444459501
193.773876969 118.060369576
193.773876969 118.060369576
211.726271144 117.628964018
211.726271144 117.628964018
229.73490867 117.196206903
229.73490867 117.196206903
249.713524389 116.716110167
249.713524389 116.716110167
249.713524389 116.716110167
275.694926796 116.091763281
303.664333711 115.419643592
335.62620009 114.651582984
369.581067417 113.835629505
407.548774499 112.923245358
449.497930944 111.91518487
495.450788253 110.810913326
547.375533394 109.563134148
603.316838842 108.218834896
663.262556822 106.778307485
731.183940334 105.146120599
807.118735161 103.321367188
889.022991711 101.353164444
980.889477 99.1455640575
1080.78997981 96.7449019669
1192.66521778 94.0564806367
1314.53475541 91.1278909824
1448.38872902 87.9113089725
1596.21254033 84.3590243502
1760.03864166 80.4221962078
1939.8452723 76.1013474667
2139.60950054 71.3009070655
2357.37694839 66.0678397447
2599.04838811 60.2603468152
2864.8030732 53.8741207209
3158.45109384 46.8176029729
3482.13885504 39.03921432
3837.76167558 30.4934092461
4231.3043536 21.0363698763
4662.80024432 10.6672946671
5140.29952165 -0.807266332083
5667.69661176 -13.4808982486
6247.03867936 -27.4027955366
6886.34248258 -42.7656051478
7591.52557745 -59.7115290933
8368.5353219 -78.38348554
9225.61803735 -98.9796379674
10168.6961111 -121.642304485
11209.4219197 -146.651497882
