sqrtom 210.0K

249.713524389 30.7210015681
275.694926796 30.721001017
303.664333711 30.7210004237
335.62620009 30.7209997457
369.581067417 30.7209990254
407.548774499 30.7209982201
449.497930944 30.7209973302
495.450788253 30.7209963555
547.375533394 30.720995254
603.316838842 30.7209940674
663.262556822 30.7209927958
731.183940334 30.720991355
807.118735161 30.7209897443
889.022991711 30.7209880069
980.889477 30.7209860582
1080.78997981 30.7209839391
1192.66521778 30.720981566
1314.53475541 30.7209789808
1448.38872902 30.7209761415
1596.21254033 30.7209730058
1760.03864166 30.7209695307
1939.8452723 30.7209657166
2139.60950054 30.7209614791
2357.37694839 30.7209568598
2599.04838811 30.7209517334
2864.8030732 30.7209460961
3158.45109384 30.7209398672
3482.13885504 30.720933001
3837.76167558 30.7209254574
4231.3043536 30.7209171095
4662.80024432 30.7209079565
5140.29952165 30.7208978276
5667.69661176 30.7208866403
6247.03867936 30.7208743512
6886.34248258 30.7208607901
7591.52557745 30.7208458315
7591.52557745 30.7208458315
8368.5353219 30.7208293494
9225.61803735 30.7208111687
10168.6961111 30.7207911639
11209.4219197 30.7207690877
