sqrtom 220.0K

249.713524389 8.43332726643
305.654514661 8.42065743363
373.580128009 8.4052732554
457.485412426 8.38626991062
557.374034494 8.36364656886
681.240510509 8.33559258673
833.053309926 8.30120916274
1016.86961111 8.25957740412
1242.61530219 8.20844923944
1516.31329199 8.14646056612
1851.93863287 8.07044623504
2263.47284045 7.97723963323
2762.86840615 7.86413369262
3376.23381659 7.72521521507
4123.3844644 7.55599629805
5036.38948902 7.34921374093
6151.1554688 7.09673521818
7513.61563996 6.78815750989
