sqrtom 200.1K

11209.4219197 21.065
10168.6961111 23.389
9225.61803735 26.207
8368.5353219 29.398
7591.52557745 32.935
6886.34248258 37.526
6247.03867936 40.724
5667.69661176 44.692
5140.29952165 48.387
4662.80024432 52.937
4231.3043536 55.763
3837.76167558 60.384
3482.13885504 64.49
3158.45109384 67.938
2864.8030732 71.375
2599.04838811 75.229
2357.37694839 77.641
2139.60950054 80.474
1939.8452723 82.766
1760.03864166 87.226
1596.21254033 88.633
1448.38872902 91.035
1314.53475541 93.872
1192.66521778 95.663
1080.78997981 97.349
980.889477 98.974
889.022991711 100.75
807.118735161 102.66
731.183940334 102.75
663.262556822 104.86
603.316838842 105.19
547.375533394 105.81
495.450788253 108.29
449.497930944 108.67
407.548774499 109.56
369.581067417 112.0
335.62620009 112.12
303.664333711 110.07
275.694926796 113.45
249.713524389 113.92
249.713524389 116.58
229.73490867 117.89
211.726271144 117.14
193.773876969 119.51
177.790462746 117.88
249.713524389 116.59
229.73490867 117.46
211.726271144 117.15
193.773876969 118.22
177.790462746 118.5
