sqrtom 190.1K

1240.61640842 243.74702786
1350.48887412 241.621306462
1470.36772011 239.301989913
1600.22253826 236.789666523
1742.06156704 234.045482559
1895.87947582 231.069541153
2063.70265904 227.822637306
2245.49687353 224.305433526
2443.27475502 220.478991005
2659.0352435 216.304635909
2894.80297157 211.743197325
3150.48374536 206.796497638
3428.22083843 201.423070566
3729.8258121 195.587867524
4059.49977505 189.209608942
4419.06550469 182.253029235
4808.61209175 174.716404748
5234.1735637 166.48299412
5695.67503107 157.554246249
6199.07974277 147.814789139
6746.46322503 137.224467229
7341.81109218 125.706170155
7990.99569997 113.146284447
8696.23012329 99.501993365
