omegatau 230.5K

266895.409519 0.25847415
186071.397116 0.255863584
129737.487546 0.267862155
90482.5886547 0.2865169017
90482.5886547 0.2994186708
63089.7079648 0.239125412
43992.7661965 0.2505913186
30668.0148782 0.262029537
21377.7911275 0.249288134
14906.2647711 0.211350987
10388.7416604 0.2038344426
7253.6081145 0.16645231
5052.43500258 0.1513106433
3526.84173015 0.1298758622
2453.8148812 0.142454728
1716.70949727 0.119638763
1192.14083685 0.05868741825
830.528119531 0.0416598735
581.89018177 0.03703166
406.575745354 0.017303552
280.802051019 0.003764056
195.867438249 0.0226802904
136.730846611 0.0178437165
95.2538212231 0.01721706756
