omegatau 233.0K

150809.013743 0.303961328
121347.157838 0.305493034
97634.4164883 0.307439115
78571.2322663 0.30374645
63221.4105608 0.307756332
50866.1549728 0.3098348032
40919.8726315 0.335822219
32943.3688841 0.3077018097
26504.3605813 0.2935388421
21315.0778361 0.271188456
17151.210933 0.2727407052
13807.2997125 0.27807165
11104.2733934 0.267374817
8944.11428477 0.256500465
7187.96399141 0.24620024
5785.55703085 0.239711864
4655.21199409 0.224159295
3747.48021276 0.2121024366
3013.91832815 0.207197776
