omegatau 169.3K

32459446.0694 0.0687751218
23330936.9838 0.0700789996
16762111.1891 0.0712532019
12045119.6788 0.0765688462
12045119.6788 0.06637549796
8652930.64286 0.097232109
8117945.47312 0.1045092544
6193719.38475 0.0830416158
4726081.06412 0.1066759529
3609202.13421 0.1004199996
2752836.31032 0.110207776
2102446.26931 0.0997808449
1603251.21787 0.07885504575
1224947.23271 0.095693424
934422.367621 0.085317258
713692.291065 0.090890387
544918.753596 0.0833022036
415733.469435 0.0711426688
317582.519149 0.0648749862
