omegatau 240.1K

33600.1413335 0.333306666
25718.4400136 0.343274782
19678.210586 0.317769984
15056.3849644 0.325694814
11523.9848674 0.3129190324
8821.59126199 0.3141471832
6750.60745323 0.3107888834
5165.53027881 0.3045377664
3950.76369295 0.26700147
3022.97101146 0.273496392
2315.61730102 0.250515414
1770.56850371 0.249350156
1355.54845617 0.2394068646
1037.57532149 0.243403391
793.009036233 0.2300383322
606.7448264 0.2108110224
464.887644043 0.2050162224
355.323426803 0.196327458
272.171561887 0.183307884
208.492926196 0.237781258
