omegatau 250.2K

33600.1413335 0.351444852
23425.0010237 0.361181452
16332.9819933 0.32186231
11391.0830182 0.3280561236
11391.0830182 0.3301442712
7942.52365795 0.3089367016
10078.362225 0.3595081056
10078.362225 0.3036510048
6939.79516771 0.283097616
4778.58595692 0.285576081
10078.362225 0.3243094944
10078.362225 0.305288568
6939.79516771 0.288900828
4778.58595692 0.29692404
3290.95893739 0.280936341
2265.54808351 0.26644384
1559.97535866 0.2565520672
1073.66548229 0.2606754286
740.553970104 0.2207590536
1008.32347327 0.2841555537
783.835280273 0.273124134
608.357794481 0.136449848
473.389329969 0.3680782
367.739920675 0.29481789
