nu(Mhz) 270.0K

19.998 0.72074
15.09 0.72861
11.387 0.72723
8.5928 0.72088
8.5928 0.73926
6.4842 0.74065
4.895 0.73096
3.6924 0.73069
2.7879 0.73832
2.104 0.74992
1.5877 0.75168
1.1974 0.74127
0.90405 0.74416
0.68176 0.74873
0.51452 0.75526
0.38844 0.7448
0.29285 0.7347
0.22111 0.74981
0.16717 0.75574
0.12579 0.7479
0.095133 0.75036
0.071712 0.74925
0.054157 0.75498
0.040978 0.74956
0.030744 0.75432
0.023172 0.76224
0.017504 0.75428
0.013172 0.74571
0.0099244 0.75741
