nu(Mhz) 210.0K

19.998 6.3261
15.09 7.5957
11.387 8.0081
8.5928 10.03
8.5928 8.6178
6.4842 8.3363
4.895 8.6402
3.6924 8.7928
2.7879 9.8868
2.104 9.8427
1.5877 10.968
1.1974 10.078
0.90405 10.551
0.68176 9.6492
0.51452 11.388
0.38844 10.687
0.29285 10.071
0.22111 11.019
0.16717 11.967
0.12579 13.511
0.095133 11.878
0.071712 14.013
0.054157 14.763
0.040978 14.984
0.030744 15.002
0.023172 16.9
0.017504 16.05
0.013172 16.763
0.0099244 20.225
