nu(Mhz) 240.5K

9.5823 1.556
7.4993 1.5869
5.8703 1.6294
4.593 1.6349
3.595 1.6505
2.8119 1.6503
2.2023 1.633
1.7231 1.6649
1.3484 1.6728
1.0554 1.65
0.82551 1.6729
0.64541 1.691
0.50541 1.6737
0.39543 1.695
0.30947 1.6912
0.2426 1.6919
0.18936 1.6949
0.14819 1.71
0.11636 1.6945
0.09076 1.6872
0.071285 1.7142
0.055651 1.7039
0.0436 1.7191
0.034187 1.7151
0.026694 1.703
0.020809 1.7204
0.016261 1.7284
0.012806 1.726
0.0099244 1.701
